Approved_Symbol,Date_Name_Changed,Previous_Symbol,Synonyms,Linked_Genes
ERP72,11/20/15,,PDIA4|ERP70,PDIA4|ERP70
PDIA6,11/20/15,TXNDC7,P5|ERp5,TXNDC7|P5|ERp5
P5,11/20/15,TXNDC7,PDIA6|ERp5,TXNDC7|PDIA6|ERp5
ERp5,11/20/15,TXNDC7,PDIA6|P5,TXNDC7|PDIA6|P5
DR1,8/20/15,,NC2-BETA|NC2B|NCB2,NC2-BETA|NC2B|NCB2
NC2-BETA,8/20/15,,DR1|NC2B|NCB2,DR1|NC2B|NCB2
NC2B,8/20/15,,DR1|NC2-BETA|NCB2,DR1|NC2-BETA|NCB2
NCB2,8/20/15,,DR1|NC2-BETA|NC2B,DR1|NC2-BETA|NC2B
HSPB8,11/20/15,,H11|E2IG1|HSP22|HspB8|CMT2L,H11|E2IG1|HSP22|HspB8|CMT2L
H11,11/20/15,,HSPB8|E2IG1|HSP22|HspB8|CMT2L,HSPB8|E2IG1|HSP22|HspB8|CMT2L
E2IG1,11/20/15,,HSPB8|H11|HSP22|HspB8|CMT2L,HSPB8|H11|HSP22|HspB8|CMT2L
HSP22,11/20/15,,HSPB8|H11|E2IG1|HspB8|CMT2L,HSPB8|H11|E2IG1|HspB8|CMT2L
HspB8,11/20/15,,HSPB8|H11|E2IG1|HSP22|CMT2L,HSPB8|H11|E2IG1|HSP22|CMT2L
CMT2L,11/20/15,,HSPB8|H11|E2IG1|HSP22|HspB8,HSPB8|H11|E2IG1|HSP22|HspB8
STRADA,,,NY-BR-96|LYK5|Stlk|STRAD,NY-BR-96|LYK5|Stlk|STRAD
NY-BR-96,,,STRADA|LYK5|Stlk|STRAD,STRADA|LYK5|Stlk|STRAD
LYK5,,,STRADA|NY-BR-96|Stlk|STRAD,STRADA|NY-BR-96|Stlk|STRAD
Stlk,,,STRADA|NY-BR-96|LYK5|STRAD,STRADA|NY-BR-96|LYK5|STRAD
STRAD,,,STRADA|NY-BR-96|LYK5|Stlk,STRADA|NY-BR-96|LYK5|Stlk
C17orf75,,,NJMU-R1|SRI2,NJMU-R1|SRI2
NJMU-R1,,,C17orf75|SRI2,C17orf75|SRI2
SRI2,,,C17orf75|NJMU-R1,C17orf75|NJMU-R1
DEFB108E,4/20/17,DEFB108P4,,DEFB108P4
PPM1AP1,11/20/15,,,
PPME1,,,PME-1,PME-1
PME-1,,,PPME1,PPME1
SAC3D1,,,HSU79266|SHD1,HSU79266|SHD1
HSU79266,,,SAC3D1|SHD1,SAC3D1|SHD1
SHD1,,,SAC3D1|HSU79266,SAC3D1|HSU79266
SLC26A3,2/20/16,DRA|CLD,,DRA|CLD
FAM216A,11/20/15,C12orf24,HSU79274,C12orf24|HSU79274
HSU79274,11/20/15,C12orf24,FAM216A,C12orf24|FAM216A
CCDC106,,,HSU79303,HSU79303
HSU79303,,,CCDC106,CCDC106
POTEKP,11/20/15,ACTBL3|POTEK,FKSG30|POTE2delta,ACTBL3|POTEK|FKSG30|POTE2delta
FKSG30,11/20/15,ACTBL3|POTEK,POTEKP|POTE2delta,ACTBL3|POTEK|POTEKP|POTE2delta
POTE2delta,11/20/15,ACTBL3|POTEK,POTEKP|FKSG30,ACTBL3|POTEK|POTEKP|FKSG30
CNFN,,,PLAC8L2,PLAC8L2
PLAC8L2,,,CNFN,CNFN
PTPDC1,,,PTP9Q22|FLJ37312,PTP9Q22|FLJ37312
PTP9Q22,,,PTPDC1|FLJ37312,PTPDC1|FLJ37312
FLJ37312,,,PTPDC1|PTP9Q22,PTPDC1|PTP9Q22
CRBN,,MRT2A,MRT2,MRT2A|MRT2
MRT2,,MRT2A,CRBN,MRT2A|CRBN
GPN3,4/20/08,ATPBD1C,MGC14560,ATPBD1C|MGC14560
MGC14560,4/20/08,ATPBD1C,GPN3,ATPBD1C|GPN3
TMEM167B,6/20/08,C1orf119,AD-020|FLJ90710,C1orf119|AD-020|FLJ90710
AD-020,6/20/08,C1orf119,TMEM167B|FLJ90710,C1orf119|TMEM167B|FLJ90710
FLJ90710,6/20/08,C1orf119,TMEM167B|AD-020,C1orf119|TMEM167B|AD-020
GTPBP6,,,PGPL|FLJ20977,PGPL|FLJ20977
PGPL,,,GTPBP6|FLJ20977,GTPBP6|FLJ20977
FLJ20977,,,GTPBP6|PGPL,GTPBP6|PGPL
DRAP1,1/20/16,,NC2-alpha,NC2-alpha
NC2-alpha,1/20/16,,DRAP1,DRAP1
DEFB4B,11/20/15,DEFB4P,,DEFB4P
KRT90P,1/20/14,KRTHBP1|KRT124P,HBA,KRTHBP1|KRT124P|HBA
HBA,1/20/14,KRTHBP1|KRT124P,KRT90P,KRTHBP1|KRT124P|KRT90P
KRT89P,1/20/14,KRTHBP2|KRT123P,HBB,KRTHBP2|KRT123P|HBB
HBB,1/20/14,KRTHBP2|KRT123P,KRT89P,KRTHBP2|KRT123P|KRT89P
KRT88P,1/20/14,KRTHBP3|KRT122P,HBC,KRTHBP3|KRT122P|HBC
HBC,1/20/14,KRTHBP3|KRT122P,KRT88P,KRTHBP3|KRT122P|KRT88P
KRT87P,1/20/14,KRTHBP4|KRT121P,HBD,KRTHBP4|KRT121P|HBD
HBD,1/20/14,KRTHBP4|KRT121P,KRT87P,KRTHBP4|KRT121P|KRT87P
SSXP8,,,psiSSX8,psiSSX8
psiSSX8,,,SSXP8,SSXP8
AE2~,,,,
DRD1,,,,
VWC2,,,PSST739|UNQ739,PSST739|UNQ739
PSST739,,,VWC2|UNQ739,VWC2|UNQ739
UNQ739,,,VWC2|PSST739,VWC2|PSST739
COMMD10,,,PTD002,PTD002
PTD002,,,COMMD10,COMMD10
WDR83OS,11/20/11,C19orf56,PTD008,C19orf56|PTD008
PTD008,11/20/11,C19orf56,WDR83OS,C19orf56|WDR83OS
C11orf54,,,PTD012,PTD012
PTD012,,,C11orf54,C11orf54
AAMDC,6/20/16,C11orf67,PTD015|FLJ21035|CK067,C11orf67|PTD015|FLJ21035|CK067
PTD015,6/20/16,C11orf67,AAMDC|FLJ21035|CK067,C11orf67|AAMDC|FLJ21035|CK067
FLJ21035,6/20/16,C11orf67,AAMDC|PTD015|CK067,C11orf67|AAMDC|PTD015|CK067
CK067,6/20/16,C11orf67,AAMDC|PTD015|FLJ21035,C11orf67|AAMDC|PTD015|FLJ21035
RNFT1,,,PTD016,PTD016
PTD016,,,RNFT1,RNFT1
ARHGAP29,,,PARG1,PARG1
PARG1,,,ARHGAP29,ARHGAP29
ERGIC2,,,PTX1|Erv41,PTX1|Erv41
PTX1,,,ERGIC2|Erv41,ERGIC2|Erv41
Erv41,,,ERGIC2|PTX1,ERGIC2|PTX1
PCP2,,,MGC41903|GPSM4,MGC41903|GPSM4
MGC41903,,,PCP2|GPSM4,PCP2|GPSM4
GPSM4,,,PCP2|MGC41903,PCP2|MGC41903
DRD1L1~,,,,
ACAD11,11/20/15,,FLJ12592,FLJ12592
FLJ12592,11/20/15,,ACAD11,ACAD11
TANC2,,,DKFZP564D166|FLJ10215|FLJ11824|KIAA1148|KIAA1636|rols|ROLSA,DKFZP564D166|FLJ10215|FLJ11824|KIAA1148|KIAA1636|rols|ROLSA
DKFZP564D166,,,TANC2|FLJ10215|FLJ11824|KIAA1148|KIAA1636|rols|ROLSA,TANC2|FLJ10215|FLJ11824|KIAA1148|KIAA1636|rols|ROLSA
FLJ10215,,,TANC2|DKFZP564D166|FLJ11824|KIAA1148|KIAA1636|rols|ROLSA,TANC2|DKFZP564D166|FLJ11824|KIAA1148|KIAA1636|rols|ROLSA
FLJ11824,,,TANC2|DKFZP564D166|FLJ10215|KIAA1148|KIAA1636|rols|ROLSA,TANC2|DKFZP564D166|FLJ10215|KIAA1148|KIAA1636|rols|ROLSA
KIAA1148,,,TANC2|DKFZP564D166|FLJ10215|FLJ11824|KIAA1636|rols|ROLSA,TANC2|DKFZP564D166|FLJ10215|FLJ11824|KIAA1636|rols|ROLSA
KIAA1636,,,TANC2|DKFZP564D166|FLJ10215|FLJ11824|KIAA1148|rols|ROLSA,TANC2|DKFZP564D166|FLJ10215|FLJ11824|KIAA1148|rols|ROLSA
rols,,,TANC2|DKFZP564D166|FLJ10215|FLJ11824|KIAA1148|KIAA1636|ROLSA,TANC2|DKFZP564D166|FLJ10215|FLJ11824|KIAA1148|KIAA1636|ROLSA
ROLSA,,,TANC2|DKFZP564D166|FLJ10215|FLJ11824|KIAA1148|KIAA1636|rols,TANC2|DKFZP564D166|FLJ10215|FLJ11824|KIAA1148|KIAA1636|rols
ATP13A2,2/20/16,PARK9,HSA9947|CLN12,PARK9|HSA9947|CLN12
HSA9947,2/20/16,PARK9,ATP13A2|CLN12,PARK9|ATP13A2|CLN12
CLN12,2/20/16,PARK9,ATP13A2|HSA9947,PARK9|ATP13A2|HSA9947
MACC1,7/20/16,,7A5|SH3BP4L,7A5|SH3BP4L
7A5,7/20/16,,MACC1|SH3BP4L,MACC1|SH3BP4L
SH3BP4L,7/20/16,,MACC1|7A5,MACC1|7A5
CHMP2A,9/20/11,,BC-2|CHMP2|VPS2|VPS2A,BC-2|CHMP2|VPS2|VPS2A
BC-2,9/20/11,,CHMP2A|CHMP2|VPS2|VPS2A,CHMP2A|CHMP2|VPS2|VPS2A
CHMP2,9/20/11,,CHMP2A|BC-2|VPS2|VPS2A,CHMP2A|BC-2|VPS2|VPS2A
VPS2,9/20/11,,CHMP2A|BC-2|CHMP2|VPS2A,CHMP2A|BC-2|CHMP2|VPS2A
VPS2A,9/20/11,,CHMP2A|BC-2|CHMP2|VPS2,CHMP2A|BC-2|CHMP2|VPS2
DIMT1,7/20/15,DIMT1L,HSA9761,DIMT1L|HSA9761
HSA9761,7/20/15,DIMT1L,DIMT1,DIMT1L|DIMT1
LRRC30,,,,
DRD1L2~,,,,
RFT1,7/20/15,,CDG1N,CDG1N
CDG1N,7/20/15,,RFT1,RFT1
UBAC1,4/20/07,UBADC1,GBDR1|KPC2,UBADC1|GBDR1|KPC2
GBDR1,4/20/07,UBADC1,UBAC1|KPC2,UBADC1|UBAC1|KPC2
KPC2,4/20/07,UBADC1,UBAC1|GBDR1,UBADC1|UBAC1|GBDR1
PLEKHA8P1,11/20/15,PLEKHA9,FLJ14156,PLEKHA9|FLJ14156
FLJ14156,11/20/15,PLEKHA9,PLEKHA8P1,PLEKHA9|PLEKHA8P1
SLC52A2,2/20/16,GPR172A,FLJ11856|PAR1|GPCR41|D15Ertd747e|RFVT2|hRFT3,GPR172A|FLJ11856|PAR1|GPCR41|D15Ertd747e|RFVT2|hRFT3
FLJ11856,2/20/16,GPR172A,SLC52A2|PAR1|GPCR41|D15Ertd747e|RFVT2|hRFT3,GPR172A|SLC52A2|PAR1|GPCR41|D15Ertd747e|RFVT2|hRFT3
PAR1,2/20/16,GPR172A,SLC52A2|FLJ11856|GPCR41|D15Ertd747e|RFVT2|hRFT3,GPR172A|SLC52A2|FLJ11856|GPCR41|D15Ertd747e|RFVT2|hRFT3
GPCR41,2/20/16,GPR172A,SLC52A2|FLJ11856|PAR1|D15Ertd747e|RFVT2|hRFT3,GPR172A|SLC52A2|FLJ11856|PAR1|D15Ertd747e|RFVT2|hRFT3
D15Ertd747e,2/20/16,GPR172A,SLC52A2|FLJ11856|PAR1|GPCR41|RFVT2|hRFT3,GPR172A|SLC52A2|FLJ11856|PAR1|GPCR41|RFVT2|hRFT3
RFVT2,2/20/16,GPR172A,SLC52A2|FLJ11856|PAR1|GPCR41|D15Ertd747e|hRFT3,GPR172A|SLC52A2|FLJ11856|PAR1|GPCR41|D15Ertd747e|hRFT3
hRFT3,2/20/16,GPR172A,SLC52A2|FLJ11856|PAR1|GPCR41|D15Ertd747e|RFVT2,GPR172A|SLC52A2|FLJ11856|PAR1|GPCR41|D15Ertd747e|RFVT2
SLC52A1,2/20/16,GPR172B,FLJ10060|GPCR42|PAR2|hRFT1|RFVT1,GPR172B|FLJ10060|GPCR42|PAR2|hRFT1|RFVT1
FLJ10060,2/20/16,GPR172B,SLC52A1|GPCR42|PAR2|hRFT1|RFVT1,GPR172B|SLC52A1|GPCR42|PAR2|hRFT1|RFVT1
GPCR42,2/20/16,GPR172B,SLC52A1|FLJ10060|PAR2|hRFT1|RFVT1,GPR172B|SLC52A1|FLJ10060|PAR2|hRFT1|RFVT1
PAR2,2/20/16,GPR172B,SLC52A1|FLJ10060|GPCR42|hRFT1|RFVT1,GPR172B|SLC52A1|FLJ10060|GPCR42|hRFT1|RFVT1
hRFT1,2/20/16,GPR172B,SLC52A1|FLJ10060|GPCR42|PAR2|RFVT1,GPR172B|SLC52A1|FLJ10060|GPCR42|PAR2|RFVT1
RFVT1,2/20/16,GPR172B,SLC52A1|FLJ10060|GPCR42|PAR2|hRFT1,GPR172B|SLC52A1|FLJ10060|GPCR42|PAR2|hRFT1
SPPL2A,,,IMP3|PSL2,IMP3|PSL2
IMP3,,,SPPL2A|PSL2,SPPL2A|PSL2
PSL2,,,SPPL2A|IMP3,SPPL2A|IMP3
PREPL,,,KIAA0436,KIAA0436
KIAA0436,,,PREPL,PREPL
G0S2,4/20/14,,,
DRD2,,,,
TIPRL,3/20/14,,MGC3794|dJ69E11.3|TIP41|TIPRL1,MGC3794|dJ69E11.3|TIP41|TIPRL1
MGC3794,3/20/14,,TIPRL|dJ69E11.3|TIP41|TIPRL1,TIPRL|dJ69E11.3|TIP41|TIPRL1
dJ69E11.3,3/20/14,,TIPRL|MGC3794|TIP41|TIPRL1,TIPRL|MGC3794|TIP41|TIPRL1
TIP41,3/20/14,,TIPRL|MGC3794|dJ69E11.3|TIPRL1,TIPRL|MGC3794|dJ69E11.3|TIPRL1
TIPRL1,3/20/14,,TIPRL|MGC3794|dJ69E11.3|TIP41,TIPRL|MGC3794|dJ69E11.3|TIP41
SZRD1,7/20/12,C1orf144,DKFZp566C0424,C1orf144|DKFZp566C0424
DKFZp566C0424,7/20/12,C1orf144,SZRD1,C1orf144|SZRD1
TEDDM1,,,HE9|Epdd1|TMEM45C|EDDM9,HE9|Epdd1|TMEM45C|EDDM9
HE9,,,TEDDM1|Epdd1|TMEM45C|EDDM9,TEDDM1|Epdd1|TMEM45C|EDDM9
Epdd1,,,TEDDM1|HE9|TMEM45C|EDDM9,TEDDM1|HE9|TMEM45C|EDDM9
TMEM45C,,,TEDDM1|HE9|Epdd1|EDDM9,TEDDM1|HE9|Epdd1|EDDM9
EDDM9,,,TEDDM1|HE9|Epdd1|TMEM45C,TEDDM1|HE9|Epdd1|TMEM45C
NAT8B,2/20/16,,Hcml2|NAT8BP,Hcml2|NAT8BP
Hcml2,2/20/16,,NAT8B|NAT8BP,NAT8B|NAT8BP
NAT8BP,2/20/16,,NAT8B|Hcml2,NAT8B|Hcml2
TAAR5,,,PNR,PNR
PNR,,,TAAR5,TAAR5
CC2D1A,,,FLJ20241|MRT3,FLJ20241|MRT3
FLJ20241,,,CC2D1A|MRT3,CC2D1A|MRT3
MRT3,,,CC2D1A|FLJ20241,CC2D1A|FLJ20241
WLS,10/20/13,C1orf139|GPR177,FLJ23091|MRP|wls|EVI|mig-14,C1orf139|GPR177|FLJ23091|MRP|wls|EVI|mig-14
FLJ23091,10/20/13,C1orf139|GPR177,WLS|MRP|wls|EVI|mig-14,C1orf139|GPR177|WLS|MRP|wls|EVI|mig-14
MRP,10/20/13,C1orf139|GPR177,WLS|FLJ23091|wls|EVI|mig-14,C1orf139|GPR177|WLS|FLJ23091|wls|EVI|mig-14
wls,10/20/13,C1orf139|GPR177,WLS|FLJ23091|MRP|EVI|mig-14,C1orf139|GPR177|WLS|FLJ23091|MRP|EVI|mig-14
EVI,10/20/13,C1orf139|GPR177,WLS|FLJ23091|MRP|wls|mig-14,C1orf139|GPR177|WLS|FLJ23091|MRP|wls|mig-14
mig-14,10/20/13,C1orf139|GPR177,WLS|FLJ23091|MRP|wls|EVI,C1orf139|GPR177|WLS|FLJ23091|MRP|wls|EVI
CYSTM1,1/20/16,C5orf32,ORF1-FL49,C5orf32|ORF1-FL49
ORF1-FL49,1/20/16,C5orf32,CYSTM1,C5orf32|CYSTM1
DRD3,,,,
SNRNP27,3/20/16,,RY1|U4/U6.U5-27K,RY1|U4/U6.U5-27K
RY1,3/20/16,,SNRNP27|U4/U6.U5-27K,SNRNP27|U4/U6.U5-27K
U4/U6.U5-27K,3/20/16,,SNRNP27|RY1,SNRNP27|RY1
PHF2P1,,,DKFZp686A1627,DKFZp686A1627
DKFZp686A1627,,,PHF2P1,PHF2P1
TUSC3,,,MGC13453|N33|OST3A|MRT7,MGC13453|N33|OST3A|MRT7
MGC13453,,,TUSC3|N33|OST3A|MRT7,TUSC3|N33|OST3A|MRT7
N33,,,TUSC3|MGC13453|OST3A|MRT7,TUSC3|MGC13453|OST3A|MRT7
OST3A,,,TUSC3|MGC13453|N33|MRT7,TUSC3|MGC13453|N33|MRT7
MRT7,,,TUSC3|MGC13453|N33|OST3A,TUSC3|MGC13453|N33|OST3A
DAOA-AS1,8/20/12,DAOAAS|DAOA-AS,G30,DAOAAS|DAOA-AS|G30
G30,8/20/12,DAOAAS|DAOA-AS,DAOA-AS1,DAOAAS|DAOA-AS|DAOA-AS1
LPCAT3,6/20/08,OACT5|MBOAT5,C3F|nessy,OACT5|MBOAT5|C3F|nessy
C3F,6/20/08,OACT5|MBOAT5,LPCAT3|nessy,OACT5|MBOAT5|LPCAT3|nessy
nessy,6/20/08,OACT5|MBOAT5,LPCAT3|C3F,OACT5|MBOAT5|LPCAT3|C3F
GPR174,,,FKSG79,FKSG79
FKSG79,,,GPR174,GPR174
ZCCHC17,2/20/16,,PS1D|HSPC251|pNO40,PS1D|HSPC251|pNO40
PS1D,2/20/16,,ZCCHC17|HSPC251|pNO40,ZCCHC17|HSPC251|pNO40
HSPC251,2/20/16,,ZCCHC17|PS1D|pNO40,ZCCHC17|PS1D|pNO40
pNO40,2/20/16,,ZCCHC17|PS1D|HSPC251,ZCCHC17|PS1D|HSPC251
TEX264,3/20/07,,ZSIG11|FLJ13935,ZSIG11|FLJ13935
ZSIG11,3/20/07,,TEX264|FLJ13935,TEX264|FLJ13935
FLJ13935,3/20/07,,TEX264|ZSIG11,TEX264|ZSIG11
SMIM3,10/20/12,C5orf62,MSTP150|NID67,C5orf62|MSTP150|NID67
MSTP150,10/20/12,C5orf62,SMIM3|NID67,C5orf62|SMIM3|NID67
NID67,10/20/12,C5orf62,SMIM3|MSTP150,C5orf62|SMIM3|MSTP150
QSOX2,11/20/15,QSCN6L1,SOXN|DKFZp762A2013,QSCN6L1|SOXN|DKFZp762A2013
SOXN,11/20/15,QSCN6L1,QSOX2|DKFZp762A2013,QSCN6L1|QSOX2|DKFZp762A2013
DKFZp762A2013,11/20/15,QSCN6L1,QSOX2|SOXN,QSCN6L1|QSOX2|SOXN
DRD4,,,,
BAMBI,6/20/16,,NMA,NMA
NMA,6/20/16,,BAMBI,BAMBI
NAT6,2/20/16,,FUS2,FUS2
FUS2,2/20/16,,NAT6,NAT6
CYB561D2,11/20/15,,101F6|TSP10,101F6|TSP10
101F6,11/20/15,,CYB561D2|TSP10,CYB561D2|TSP10
TSP10,11/20/15,,CYB561D2|101F6,CYB561D2|101F6
PRELID1,,,CGI-106|PX19|PRELI,CGI-106|PX19|PRELI
CGI-106,,,PRELID1|PX19|PRELI,PRELID1|PX19|PRELI
PX19,,,PRELID1|CGI-106|PRELI,PRELID1|CGI-106|PRELI
PRELI,,,PRELID1|CGI-106|PX19,PRELID1|CGI-106|PX19
PYGO1,10/20/13,,,
PYGO2,10/20/13,,,
PYM1,9/20/15,WIBG,PYM,WIBG|PYM
PYM,9/20/15,WIBG,PYM1,WIBG|PYM1
PDXP,1/20/16,,dJ37E16.5|FLJ32703|CIN,dJ37E16.5|FLJ32703|CIN
dJ37E16.5,1/20/16,,PDXP|FLJ32703|CIN,PDXP|FLJ32703|CIN
FLJ32703,1/20/16,,PDXP|dJ37E16.5|CIN,PDXP|dJ37E16.5|CIN
CIN,1/20/16,,PDXP|dJ37E16.5|FLJ32703,PDXP|dJ37E16.5|FLJ32703
DRD5,,DRD1L2,DRD1B,DRD1L2|DRD1B
DRD1B,,DRD1L2,DRD5,DRD1L2|DRD5
PNPO,7/20/06,,PDXPO,PDXPO
PDXPO,7/20/06,,PNPO,PNPO
PYDC1,3/20/16,,ASC2|POP1,ASC2|POP1
ASC2,3/20/16,,PYDC1|POP1,PYDC1|POP1
POP1,3/20/16,,PYDC1|ASC2,PYDC1|ASC2
PYCR2,3/20/17,,P5CR2,P5CR2
P5CR2,3/20/17,,PYCR2,PYCR2
PDP2,,,KIAA1348|PPM2C2|PPM2B,KIAA1348|PPM2C2|PPM2B
KIAA1348,,,PDP2|PPM2C2|PPM2B,PDP2|PPM2C2|PPM2B
PPM2C2,,,PDP2|KIAA1348|PPM2B,PDP2|KIAA1348|PPM2B
PPM2B,,,PDP2|KIAA1348|PPM2C2,PDP2|KIAA1348|PPM2C2
PDPR,,,PDP3,PDP3
PDP3,,,PDPR,PDPR
RAB11FIP1,4/20/16,,RCP|FLJ22622|FLJ22524|Rab11-FIP1,RCP|FLJ22622|FLJ22524|Rab11-FIP1
RCP,4/20/16,,RAB11FIP1|FLJ22622|FLJ22524|Rab11-FIP1,RAB11FIP1|FLJ22622|FLJ22524|Rab11-FIP1
FLJ22622,4/20/16,,RAB11FIP1|RCP|FLJ22524|Rab11-FIP1,RAB11FIP1|RCP|FLJ22524|Rab11-FIP1
FLJ22524,4/20/16,,RAB11FIP1|RCP|FLJ22622|Rab11-FIP1,RAB11FIP1|RCP|FLJ22622|Rab11-FIP1
Rab11-FIP1,4/20/16,,RAB11FIP1|RCP|FLJ22622|FLJ22524,RAB11FIP1|RCP|FLJ22622|FLJ22524
RILP,,,FLJ31193,FLJ31193
FLJ31193,,,RILP,RILP
RAB11FIP4,4/20/16,,RAB11-FIP4|KIAA1821|MGC11316|FLJ00131,RAB11-FIP4|KIAA1821|MGC11316|FLJ00131
RAB11-FIP4,4/20/16,,RAB11FIP4|KIAA1821|MGC11316|FLJ00131,RAB11FIP4|KIAA1821|MGC11316|FLJ00131
KIAA1821,4/20/16,,RAB11FIP4|RAB11-FIP4|MGC11316|FLJ00131,RAB11FIP4|RAB11-FIP4|MGC11316|FLJ00131
MGC11316,4/20/16,,RAB11FIP4|RAB11-FIP4|KIAA1821|FLJ00131,RAB11FIP4|RAB11-FIP4|KIAA1821|FLJ00131
FLJ00131,4/20/16,,RAB11FIP4|RAB11-FIP4|KIAA1821|MGC11316,RAB11FIP4|RAB11-FIP4|KIAA1821|MGC11316
RAB37,,,,
RAB3C,,,,
DRD5P1,,,,
RAB8B,,,,
TSSK5P2~,,,,
ARHGEF25,11/20/15,,GEFT|p63RhoGEF,GEFT|p63RhoGEF
GEFT,11/20/15,,ARHGEF25|p63RhoGEF,ARHGEF25|p63RhoGEF
p63RhoGEF,11/20/15,,ARHGEF25|GEFT,ARHGEF25|GEFT
RFTN1,,,MIG2|KIAA0084|FLJ23866|Raftlin,MIG2|KIAA0084|FLJ23866|Raftlin
MIG2,,,RFTN1|KIAA0084|FLJ23866|Raftlin,RFTN1|KIAA0084|FLJ23866|Raftlin
KIAA0084,,,RFTN1|MIG2|FLJ23866|Raftlin,RFTN1|MIG2|FLJ23866|Raftlin
FLJ23866,,,RFTN1|MIG2|KIAA0084|Raftlin,RFTN1|MIG2|KIAA0084|Raftlin
Raftlin,,,RFTN1|MIG2|KIAA0084|FLJ23866,RFTN1|MIG2|KIAA0084|FLJ23866
RALGPS2,,,KIAA0351|FLJ10244|FLJ25604,KIAA0351|FLJ10244|FLJ25604
KIAA0351,,,RALGPS2|FLJ10244|FLJ25604,RALGPS2|FLJ10244|FLJ25604
FLJ10244,,,RALGPS2|KIAA0351|FLJ25604,RALGPS2|KIAA0351|FLJ25604
FLJ25604,,,RALGPS2|KIAA0351|FLJ10244,RALGPS2|KIAA0351|FLJ10244
DRD5P2,,,,
RGL1,3/20/16,,RGL,RGL
RGL,3/20/16,,RGL1,RGL1
RGL3,3/20/16,,FLJ32585,FLJ32585
FLJ32585,3/20/16,,RGL3,RGL3
RUFY3,,,RIPx|KIAA0871|Singar1|ZFYVE30,RIPx|KIAA0871|Singar1|ZFYVE30
RIPx,,,RUFY3|KIAA0871|Singar1|ZFYVE30,RUFY3|KIAA0871|Singar1|ZFYVE30
KIAA0871,,,RUFY3|RIPx|Singar1|ZFYVE30,RUFY3|RIPx|Singar1|ZFYVE30
Singar1,,,RUFY3|RIPx|KIAA0871|ZFYVE30,RUFY3|RIPx|KIAA0871|ZFYVE30
ZFYVE30,,,RUFY3|RIPx|KIAA0871|Singar1,RUFY3|RIPx|KIAA0871|Singar1
RUNDC3B,,,RPIP9|RPIB9,RPIP9|RPIB9
RPIP9,,,RUNDC3B|RPIB9,RUNDC3B|RPIB9
RPIB9,,,RUNDC3B|RPIP9,RUNDC3B|RPIP9
RPTOR,4/20/16,,KOG1|Mip1|KIAA1303|raptor,KOG1|Mip1|KIAA1303|raptor
KOG1,4/20/16,,RPTOR|Mip1|KIAA1303|raptor,RPTOR|Mip1|KIAA1303|raptor
Mip1,4/20/16,,RPTOR|KOG1|KIAA1303|raptor,RPTOR|KOG1|KIAA1303|raptor
KIAA1303,4/20/16,,RPTOR|KOG1|Mip1|raptor,RPTOR|KOG1|Mip1|raptor
raptor,4/20/16,,RPTOR|KOG1|Mip1|KIAA1303,RPTOR|KOG1|Mip1|KIAA1303
DTL,1/20/16,,RAMP|L2DTL|DCAF2|CDT2,RAMP|L2DTL|DCAF2|CDT2
RAMP,1/20/16,,DTL|L2DTL|DCAF2|CDT2,DTL|L2DTL|DCAF2|CDT2
L2DTL,1/20/16,,DTL|RAMP|DCAF2|CDT2,DTL|RAMP|DCAF2|CDT2
DCAF2,1/20/16,,DTL|RAMP|L2DTL|CDT2,DTL|RAMP|L2DTL|CDT2
CDT2,1/20/16,,DTL|RAMP|L2DTL|DCAF2,DTL|RAMP|L2DTL|DCAF2
RASL12,2/20/16,,RIS,RIS
RIS,2/20/16,,RASL12,RASL12
DRG1,11/20/01,NEDD3,,NEDD3
DNAJC27,11/20/15,RBJ,RabJS,RBJ|RabJS
RabJS,11/20/15,RBJ,DNAJC27,RBJ|DNAJC27
G3BP2,2/20/16,,KIAA0660,KIAA0660
KIAA0660,2/20/16,,G3BP2,G3BP2
G3BP1,2/20/16,,HDH-VIII|G3BP,HDH-VIII|G3BP
HDH-VIII,2/20/16,,G3BP1|G3BP,G3BP1|G3BP
G3BP,2/20/16,,G3BP1|HDH-VIII,G3BP1|HDH-VIII
TMEM158,3/20/10,,RIS1|p40BBp,RIS1|p40BBp
RIS1,3/20/10,,TMEM158|p40BBp,TMEM158|p40BBp
p40BBp,3/20/10,,TMEM158|RIS1,TMEM158|RIS1
RASL10B,2/20/16,,VTS58635|RRP17,VTS58635|RRP17
VTS58635,2/20/16,,RASL10B|RRP17,RASL10B|RRP17
RRP17,2/20/16,,RASL10B|VTS58635,RASL10B|VTS58635
RAVER1,4/20/16,,KIAA1978,KIAA1978
KIAA1978,4/20/16,,RAVER1,RAVER1
RCC2,,,TD-60,TD-60
TD-60,,,RCC2,RCC2
UIMC1,,,RAP80,RAP80
RAP80,,,UIMC1,UIMC1
LRIF1,4/20/11,C1orf103,RIF1|FLJ11269,C1orf103|RIF1|FLJ11269
RIF1,4/20/11,C1orf103,LRIF1|FLJ11269,C1orf103|LRIF1|FLJ11269
FLJ11269,4/20/11,C1orf103,LRIF1|RIF1,C1orf103|LRIF1|RIF1
AEBP1,11/20/01,,ACLP,ACLP
ACLP,11/20/01,,AEBP1,AEBP1
DRG2,11/20/01,,,
WDR61,,,REC14,REC14
REC14,,,WDR61,WDR61
